@RELATION 'my_relation: -C 5'

@ATTRIBUTE A {0,1}
@ATTRIBUTE C {0,1}
@ATTRIBUTE B {0,1}
@ATTRIBUTE E {0,1}
@ATTRIBUTE D {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric

@DATA
0,1,0,0,0,14.39553856875082,9.949530389737241,10.705987094617388,5.824999362376702,9.379195386267748,8.707627957977763
0,1,0,0,0,12.44924825495529,10.745796009210162,8.079461366169195,10.863834228652967,11.07981853506022,9.594224671149899
1,0,1,0,1,-4.226600951317556,0.09019198645947224,-2.6379999060403176,-2.2994299481179725,-1.1102229871680467,-0.12800881984207949
0,1,0,0,0,10.152924104024468,11.14169051348545,9.101645698164496,9.929543027747078,12.962529379977067,9.832289855658725
0,1,0,0,0,16.15067235457351,10.3371638538191,9.532718247846184,9.41775792846228,7.063261557814476,10.512279190108604
1,0,1,0,1,-0.7963663705372735,2.2498715074701026,-0.3427569679927101,0.9053578347172999,0.509233672553881,1.549851394410956
0,0,1,1,0,4.415427664020177,4.947289565741073,6.96572587040866,2.6803277141289055,9.998948875823862,7.252915079139518
0,0,1,1,0,3.9847519901564463,6.810316622214295,4.501527736510412,6.595169931025742,2.6345255872461815,4.622445268514447
0,1,0,0,0,9.652199025419034,11.670954804011489,7.638407943522125,8.515644338419413,9.733477147341263,7.418373238285926
0,1,0,0,0,12.05658544893631,7.9402515722167175,11.678357952776203,8.83362987831277,5.820757282558219,16.19733772663972
1,0,1,0,1,-2.9402933034283185,-0.49025011023486487,-1.449499486064697,-4.520358228358902,-4.286191003594642,-2.888090357516021
1,0,1,0,1,-0.23695807747920863,-1.905131709076407,-2.600349168576923,-1.419044403374443,-0.5810412561777164,-2.057059544881828
0,1,0,0,0,8.7535930047286,9.623000308852939,10.027955473134446,11.179184722285015,15.052617947110324,10.338899931513374
